2026-02-26 15:44:44,879 | INFO | uvicorn.error | Started server process [5502]
2026-02-26 19:02:50,188 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=69
2026-02-26 19:02:50,188 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=69
2026-02-26 19:02:50,188 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=56
2026-02-26 19:02:50,195 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=56
2026-02-26 19:02:50,196 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=61
2026-02-26 19:02:50,196 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=61
2026-02-26 19:02:50,196 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=62
2026-02-26 19:02:50,196 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=62
2026-02-26 19:02:50,196 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=64
2026-02-26 19:02:50,196 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=64
2026-02-26 19:02:50,295 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=45
2026-02-26 19:02:50,295 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=45
2026-02-26 19:02:58,031 | INFO | app.execution | WS client disconnected for task bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3
2026-02-26 19:02:58,031 | INFO | uvicorn.error | connection closed
2026-02-26 19:02:58,084 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 19:02:58,085 | INFO | app | [1e074b51] GET /api/v1/tasks?page=1&page_size=10 -> 200 (31.47ms)
2026-02-26 19:02:58,086 | INFO | uvicorn.access | 127.0.0.1:57123 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 19:03:00,268 | INFO | uvicorn.error | ('127.0.0.1', 57135) - "WebSocket /api/v1/execution/ws/bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3" [accepted]
2026-02-26 19:03:00,268 | INFO | app.execution | WS client connected for task bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 (total: 1)
2026-02-26 19:03:00,270 | INFO | uvicorn.error | connection open
2026-02-26 19:03:07,999 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=65
2026-02-26 19:03:08,000 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=65
2026-02-26 19:03:08,125 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=46
2026-02-26 19:03:08,125 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=46
2026-02-26 19:03:24,896 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=63
2026-02-26 19:03:24,897 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=63
2026-02-26 19:03:25,073 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=44
2026-02-26 19:03:25,073 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=44
2026-02-26 19:03:47,093 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=66
2026-02-26 19:03:47,095 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=66
2026-02-26 19:03:47,189 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=51
2026-02-26 19:03:47,189 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=51
2026-02-26 19:04:04,219 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=48
2026-02-26 19:04:04,221 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=48
2026-02-26 19:04:46,431 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=26
2026-02-26 19:04:46,437 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=26
2026-02-26 19:04:47,103 | INFO | app.execution | WS client disconnected for task bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3
2026-02-26 19:04:47,107 | INFO | uvicorn.error | connection closed
2026-02-26 19:04:47,177 | INFO | app | [ab610038] GET /api/v1/tasks/bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 -> 200 (47.39ms)
2026-02-26 19:04:47,177 | INFO | uvicorn.access | 127.0.0.1:57699 - "GET /api/v1/tasks/bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 HTTP/1.1" 200
2026-02-26 19:04:47,188 | INFO | uvicorn.error | ('127.0.0.1', 57701) - "WebSocket /api/v1/execution/ws/bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3" [accepted]
2026-02-26 19:04:47,188 | INFO | app.execution | WS client connected for task bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 (total: 1)
2026-02-26 19:04:47,189 | INFO | uvicorn.error | connection open
2026-02-26 19:05:38,869 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=23
2026-02-26 19:05:38,874 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=23
2026-02-26 19:06:31,354 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=22
2026-02-26 19:06:31,356 | INFO | app.execution | Execution event relayed: task_id=bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3 type=executing prompt_id=48a17166-056a-4561-b6d8-de6e565045de node_id=22
2026-02-26 19:06:42,740 | INFO | app | [ce4fd371] OPTIONS /api/v1/execution/task/bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3/cancel -> 200 (2.47ms)
2026-02-26 19:06:42,741 | INFO | uvicorn.access | 127.0.0.1:58379 - "OPTIONS /api/v1/execution/task/bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3/cancel HTTP/1.1" 200
2026-02-26 19:06:44,627 | INFO | httpx | HTTP Request: POST http://34.59.208.230:8188/interrupt "HTTP/1.1 200 OK"
2026-02-26 19:06:44,629 | INFO | app.comfyui | ComfyUI interrupt requested successfully
2026-02-26 19:06:44,651 | ERROR | app | [cf357655] POST /api/v1/execution/task/bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3/cancel -> 500 (1906.84ms)
Traceback (most recent call last):
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 545, in _prepare_and_execute
    self._rows = deque(await prepared_stmt.fetch(*parameters))
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/asyncpg/prepared_stmt.py", line 176, in fetch
    data = await self.__bind_execute(args, 0, timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/asyncpg/prepared_stmt.py", line 267, in __bind_execute
    data, status, _ = await self.__do_execute(
                      ^^^^^^^^^^^^^^^^^^^^^^^^
        lambda protocol: protocol.bind_execute(
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
            self._state, args, '', limit, True, timeout))
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/asyncpg/prepared_stmt.py", line 256, in __do_execute
    return await executor(protocol)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "asyncpg/protocol/protocol.pyx", line 206, in bind_execute
asyncpg.exceptions.InvalidTextRepresentationError: invalid input value for enum task_status: "cancelled"

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1964, in _exec_single_context
    self.dialect.do_execute(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        cursor, str_statement, effective_parameters, context
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/default.py", line 942, in do_execute
    cursor.execute(statement, parameters)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 580, in execute
    self._adapt_connection.await_(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        self._prepare_and_execute(operation, parameters)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 558, in _prepare_and_execute
    self._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 508, in _handle_exception
    self._adapt_connection._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 792, in _handle_exception
    raise translated_error from error
sqlalchemy.dialects.postgresql.asyncpg.AsyncAdapt_asyncpg_dbapi.Error: <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum task_status: "cancelled"

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/app/main.py", line 38, in request_logging_middleware
    response = await call_next(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/base.py", line 163, in call_next
    raise app_exc
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/base.py", line 149, in coro
    await self.app(scope, receive_or_disconnect, send_no_error)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/cors.py", line 93, in __call__
    await self.simple_response(scope, receive, send, request_headers=headers)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/cors.py", line 144, in simple_response
    await self.app(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/middleware/exceptions.py", line 62, in __call__
    await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/_exception_handler.py", line 53, in wrapped_app
    raise exc
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 715, in __call__
    await self.middleware_stack(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 735, in app
    await route.handle(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 288, in handle
    await self.app(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 76, in app
    await wrap_app_handling_exceptions(app, request)(scope, receive, send)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/_exception_handler.py", line 53, in wrapped_app
    raise exc
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/starlette/routing.py", line 73, in app
    response = await f(request)
               ^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/fastapi/routing.py", line 301, in app
    raw_response = await run_endpoint_function(
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<3 lines>...
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/fastapi/routing.py", line 212, in run_endpoint_function
    return await dependant.call(**values)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/app/api/v1/execution.py", line 377, in cancel_task_execution
    await _set_task_status(task_id=task_id_str, status_value=TaskStatus.cancelled, message=message)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/app/api/v1/execution.py", line 526, in _set_task_status
    await session.commit()
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/ext/asyncio/session.py", line 1011, in commit
    await greenlet_spawn(self.sync_session.commit)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 203, in greenlet_spawn
    result = context.switch(value)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 2032, in commit
    trans.commit(_to_root=True)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^
  File "<string>", line 2, in commit
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/state_changes.py", line 139, in _go
    ret_value = fn(self, *arg, **kw)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 1313, in commit
    self._prepare_impl()
    ~~~~~~~~~~~~~~~~~~^^
  File "<string>", line 2, in _prepare_impl
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/state_changes.py", line 139, in _go
    ret_value = fn(self, *arg, **kw)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 1288, in _prepare_impl
    self.session.flush()
    ~~~~~~~~~~~~~~~~~~^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 4353, in flush
    self._flush(objects)
    ~~~~~~~~~~~^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 4488, in _flush
    with util.safe_reraise():
         ~~~~~~~~~~~~~~~~~^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/langhelpers.py", line 146, in __exit__
    raise exc_value.with_traceback(exc_tb)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 4449, in _flush
    flush_context.execute()
    ~~~~~~~~~~~~~~~~~~~~~^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/unitofwork.py", line 466, in execute
    rec.execute(self)
    ~~~~~~~~~~~^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/unitofwork.py", line 642, in execute
    util.preloaded.orm_persistence.save_obj(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        self.mapper,
        ^^^^^^^^^^^^
        uow.states_for_mapper_hierarchy(self.mapper, False, False),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        uow,
        ^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/persistence.py", line 85, in save_obj
    _emit_update_statements(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        base_mapper,
        ^^^^^^^^^^^^
    ...<3 lines>...
        update,
        ^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/persistence.py", line 912, in _emit_update_statements
    c = connection.execute(
        statement, multiparams, execution_options=execution_options
    )
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1416, in execute
    return meth(
        self,
        distilled_parameters,
        execution_options or NO_OPTIONS,
    )
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/sql/elements.py", line 516, in _execute_on_connection
    return connection._execute_clauseelement(
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        self, distilled_params, execution_options
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1638, in _execute_clauseelement
    ret = self._execute_context(
        dialect,
    ...<8 lines>...
        cache_hit=cache_hit,
    )
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1843, in _execute_context
    return self._exec_single_context(
           ~~~~~~~~~~~~~~~~~~~~~~~~~^
        dialect, context, statement, parameters
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1983, in _exec_single_context
    self._handle_dbapi_exception(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        e, str_statement, effective_parameters, cursor, context
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 2352, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1964, in _exec_single_context
    self.dialect.do_execute(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        cursor, str_statement, effective_parameters, context
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/default.py", line 942, in do_execute
    cursor.execute(statement, parameters)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 580, in execute
    self._adapt_connection.await_(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        self._prepare_and_execute(operation, parameters)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 558, in _prepare_and_execute
    self._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 508, in _handle_exception
    self._adapt_connection._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 792, in _handle_exception
    raise translated_error from error
sqlalchemy.exc.DBAPIError: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum task_status: "cancelled"
[SQL: UPDATE tasks SET status=$1::task_status, comfy_message=$2::VARCHAR, execution_state=$3::VARCHAR, updated_at=$4::TIMESTAMP WITH TIME ZONE WHERE tasks.id = $5::UUID]
[parameters: ('cancelled', 'Execution cancelled by user', '{"task_id": "bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3", "status": "cancelled", "prompt_id": "48a17166-056a-4561-b6d8-de6e565045de", "prompt_ids": ["48a17 ... (2475 characters truncated) ... e to Video (Fast))", "type": "info"}, {"time": "19:06:44", "message": "执行已取消", "type": "warning"}], "updated_at": "2026-02-26T11:06:44.630134+00:00"}', datetime.datetime(2026, 2, 26, 11, 6, 44, 644892, tzinfo=datetime.timezone.utc), UUID('bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3'))]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-26 19:06:44,671 | INFO | uvicorn.access | 127.0.0.1:58379 - "POST /api/v1/execution/task/bf886b5a-cdff-4fec-8561-fa2e4e8fa1f3/cancel HTTP/1.1" 500
2026-02-26 19:06:44,671 | ERROR | uvicorn.error | Exception in ASGI application
Traceback (most recent call last):
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 545, in _prepare_and_execute
    self._rows = deque(await prepared_stmt.fetch(*parameters))
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/asyncpg/prepared_stmt.py", line 176, in fetch
    data = await self.__bind_execute(args, 0, timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/asyncpg/prepared_stmt.py", line 267, in __bind_execute
    data, status, _ = await self.__do_execute(
                      ^^^^^^^^^^^^^^^^^^^^^^^^
        lambda protocol: protocol.bind_execute(
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
            self._state, args, '', limit, True, timeout))
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/asyncpg/prepared_stmt.py", line 256, in __do_execute
    return await executor(protocol)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "asyncpg/protocol/protocol.pyx", line 206, in bind_execute
asyncpg.exceptions.InvalidTextRepresentationError: invalid input value for enum task_status: "cancelled"

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1964, in _exec_single_context
    self.dialect.do_execute(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        cursor, str_statement, effective_parameters, context
